person_id,name
https://openalex.org/A5027887380,Leroy Cronin
https://openalex.org/A5053264793,Claudia Draxl
https://openalex.org/A5017799890,Kathleen Murphy
https://openalex.org/A5088793705,Erica Di Ruggiero
https://openalex.org/A5055101693,Ross Upshur
https://openalex.org/A5005516430,Donald J. Willison
https://openalex.org/A5075131441,Neha Malhotra
https://openalex.org/A5033196884,Jia Cai
https://openalex.org/A5090104343,Nakul Malhotra
https://openalex.org/A5057225514,Vincci Lui
https://openalex.org/A5101946533,Jennifer Gibson
https://openalex.org/A5052255034,Antonia Russo
https://openalex.org/A5039882353,Gianluca Lax
https://openalex.org/A5070405326,Philipp Pracht
https://openalex.org/A5042863303,Stefan Grimme
https://openalex.org/A5081003999,Christoph Bannwarth
https://openalex.org/A5077626171,Fabian Bohle
https://openalex.org/A5004260600,Sebastian Ehlert
https://openalex.org/A5082729636,Gereon Feldmann
https://openalex.org/A5009789610,Johannes Gorges
https://openalex.org/A5025793097,Marcel Müller
https://openalex.org/A5037929085,Tim Stauch
https://openalex.org/A5053745736,Christoph Plett
https://openalex.org/A5053649740,Sebastian Spicher
https://openalex.org/A5027619391,Pit Steinbach
https://openalex.org/A5050377686,Patryk A. Wesołowski
https://openalex.org/A5085396740,Felix Zeller
https://openalex.org/A5040323439,Sofia Morandini
https://openalex.org/A5006408643,Federico Fraboni
https://openalex.org/A5052647712,Marco De Angelis
https://openalex.org/A5021156315,Gabriele Puzzo
https://openalex.org/A5025241961,Davide Giusino
https://openalex.org/A5059998839,Luca Pietrantoni
https://openalex.org/A5040106089,Dow‐Mu Koh
https://openalex.org/A5046760392,Nickolas Papanikolaou
https://openalex.org/A5077876700,Ulrich Bick
https://openalex.org/A5091015127,Rowland Illing
https://openalex.org/A5085037175,Charles E. Kahn
https://openalex.org/A5070386776,Jayshree Kalpathi-Cramer
https://openalex.org/A5057794986,Celso Matos
https://openalex.org/A5072387429,Luis Martí‐Bonmatí
https://openalex.org/A5051005174,Anne Miles
https://openalex.org/A5071503238,Seong K. Mun
https://openalex.org/A5056555647,Sandy Napel
https://openalex.org/A5020779599,Andrea Rockall
https://openalex.org/A5028460960,Evis Sala
https://openalex.org/A5110598474,Nicola H. Strickland
https://openalex.org/A5063662396,Fred Prior
https://openalex.org/A5038613570,Alexandros Nikitas
https://openalex.org/A5007945098,Kalliopi Michalakopoulou
